system:index,B11_post,B11_pre,B12_post,B12_pre,B4_post,B4_pre,B8A_post,B8A_pre,NBR_post,NBR_pre,area,dNBR,label,latitude,longitude,.geo
1_378,0.12110000103712082,0.11755000054836273,0.0949999988079071,0.07374999672174454,0.065700002014637,0.040550000965595245,0.10350000113248825,0.1561499983072281,0.04282117041377072,0.358416717560604,Semey,0.3155955374240875,1,50.63639767606468,80.90450755110056,"{""type"":""Point"",""coordinates"":[80.90450755110056,50.63639767606468]}"
1_379,0.24160000681877136,0.155799999833107,0.259799987077713,0.11150000244379044,0.09570000320672989,0.057750001549720764,0.13580000400543213,0.1670999974012375,-0.3134478914743434,0.19956925695755462,Semey,0.5130171775817871,1,50.56573813141525,80.79121819070781,"{""type"":""Point"",""coordinates"":[80.79121819070781,50.56573813141525]}"
1_385,0.15610000491142273,0.11710000038146973,0.19280000030994415,0.07590000331401825,0.05119999870657921,0.042500000447034836,0.0714000016450882,0.15805000066757202,-0.45950037004738026,0.3511433894227171,Semey,0.81064373254776,1,50.6187486274659,80.85162888087936,"{""type"":""Point"",""coordinates"":[80.85162888087936,50.6187486274659]}"
1_388,0.15150000154972076,0.13230000436306,0.15825000405311584,0.0885000005364418,0.053449999541044235,0.04360000044107437,0.08609999716281891,0.15780000388622284,-0.2952732004553468,0.2813641985602986,Semey,0.5766373872756958,1,50.38819744997341,80.87460440975266,"{""type"":""Point"",""coordinates"":[80.87460440975266,50.38819744997341]}"
1_393,0.18524999916553497,0.16245000064373016,0.20980000495910645,0.11180000007152557,0.04895000159740448,0.04490000009536743,0.08969999849796295,0.15710000693798065,-0.4010016863934986,0.1684641341971167,Semey,0.5694658160209656,1,50.62411917739107,80.79211962907097,"{""type"":""Point"",""coordinates"":[80.79211962907097,50.62411917739107]}"
1_399,0.2867000102996826,0.22619999945163727,0.31029999256134033,0.17704999446868896,0.12359999865293503,0.0778999999165535,0.18000000715255737,0.1850000023841858,-0.26575563019542375,0.021958315107312235,Semey,0.2877139449119568,1,50.560673709325,80.78185250633855,"{""type"":""Point"",""coordinates"":[80.78185250633855,50.560673709325]}"
1_400,0.13680000603199005,0.13359999656677246,0.10779999941587448,0.07769999653100967,0.055399999022483826,0.03869999945163727,0.11949999630451202,0.17649999260902405,0.05147381042202181,0.38867033949237273,Semey,0.3371965289115906,1,50.634371068254666,80.90111895522134,"{""type"":""Point"",""coordinates"":[80.90111895522134,50.634371068254666]}"
1_406,0.14550000429153442,0.13860000669956207,0.14204999804496765,0.09395000338554382,0.08340000361204147,0.06419999897480011,0.0966000035405159,0.1623000055551529,-0.1904462359208145,0.26673170647743133,Semey,0.45717793703079224,1,50.6591725752032,80.80276670839756,"{""type"":""Point"",""coordinates"":[80.80276670839756,50.6591725752032]}"
1_414,0.1354999989271164,0.15489999949932098,0.1326500028371811,0.11540000140666962,0.056699998676776886,0.050050001591444016,0.09070000052452087,0.15710000693798065,-0.1878218118704243,0.15302753854807247,Semey,0.3408493399620056,1,50.44316038534342,80.63915804846403,"{""type"":""Point"",""coordinates"":[80.63915804846403,50.44316038534342]}"
1_417,0.21205000579357147,0.21199999749660492,0.22139999270439148,0.16500000655651093,0.09825000166893005,0.09380000084638596,0.13625000417232513,0.18060000240802765,-0.23808189368282837,0.045138875714315775,Semey,0.2832207679748535,1,50.42955252961297,80.80898561197718,"{""type"":""Point"",""coordinates"":[80.80898561197718,50.42955252961297]}"
1_420,0.1826999932527542,0.18494999408721924,0.18205000460147858,0.13075000047683716,0.09030000120401382,0.07329999655485153,0.12880000472068787,0.1704999953508377,-0.17130448217423777,0.13195019228062954,Semey,0.3032546639442444,1,50.489730375365205,80.90447927641948,"{""type"":""Point"",""coordinates"":[80.90447927641948,50.489730375365205]}"
1_424,0.2126999944448471,0.14579999446868896,0.2556000053882599,0.09814999997615814,0.10014999657869339,0.056049998849630356,0.11155000329017639,0.15520000457763672,-0.39234644884415043,0.22518256789438862,Semey,0.617529034614563,1,50.58938683487418,80.82292768499872,"{""type"":""Point"",""coordinates"":[80.82292768499872,50.58938683487418]}"
1_427,0.15680000185966492,0.18805000185966492,0.16064999997615814,0.13840000331401825,0.07734999805688858,0.08100000023841858,0.10610000044107437,0.17225000262260437,-0.2044985921265616,0.10896506892548408,Semey,0.31346365809440613,1,50.43529849894886,80.73862500839238,"{""type"":""Point"",""coordinates"":[80.73862500839238,50.43529849894886]}"
1_428,0.13734999299049377,0.1396999955177307,0.15680000185966492,0.09549999982118607,0.04780000075697899,0.04755000025033951,0.07039999961853027,0.16854999959468842,-0.38028169753082774,0.2766521489683845,Semey,0.6569338440895081,1,50.49863416404799,80.7401387572927,"{""type"":""Point"",""coordinates"":[80.7401387572927,50.49863416404799]}"
1_433,0.1657000035047531,0.18230000138282776,0.1594499945640564,0.13455000519752502,0.07289999723434448,0.06400000303983688,0.11055000126361847,0.16944999992847443,-0.18111108909663806,0.11480261231076078,Semey,0.2959136962890625,1,50.448698432736194,80.66212614614032,"{""type"":""Point"",""coordinates"":[80.66212614614032,50.448698432736194]}"
1_434,0.30309998989105225,0.19689999520778656,0.3306500017642975,0.15414999425411224,0.1729000061750412,0.08460000157356262,0.19339999556541443,0.17994999885559082,-0.26190250338371945,0.0772224038717865,Semey,0.3391249179840088,1,50.55461111454605,80.81838563189787,"{""type"":""Point"",""coordinates"":[80.81838563189787,50.55461111454605]}"
